company,description,country,city,found_date,size_min,size_max
El Alsson British & American International School,"El Alsson British and American International School was established in 1982, The school offers a British section from Foundation Stage 1 (3 year olds) to GCSE with a Sixth Form for AS & A-Level (18 year olds) and an American section Pre S - G12 with an option of taking AP courses. The school prides itself on being one of the best International schools in Cairo and after 42 years enjoys a reputation for successful quality education and dedicated customer care. ",Egypt,Cairo,,,
Schneider Electric - Egypt,,Egypt,Giza,1982-01-01,,
Park Rotana,,Egypt,Cairo,,,
Biospan Limited,,United Arab Emirates,Abu Dhabi,,,
,,Qatar,Doha,,,
Premium Card,"Premium Card for Financial Services established an interest-free credit card, with a payment plan over 10  months ",,,,,
Infotech,"Infotech Egypt provides professional expertise and consultancy on financial and commercial matters throughout the Middle East. With offices and operations across the Middle-East, we are uniquely placed to provide on the ground research work thus connecting businesses internationally and helping to reduce the risk associated with international trade. ",Egypt,Giza,2002-01-01,,
Roaya,"""Roaya"" is the Official Exclusive Partner of WorldPosta in MENA region, we are specialized in designing, providing, and operating cloud computing & business mail services.

We are a cloud hosting provider that adopts the Platform as a Service (PaaS) model to deliver a highly resilient environment for businesses to host their databases, ERP systems, or websites. Our widely distributed data centers enable enterprises to act on their IT architecture and build up their identity and access  ... See More",Egypt,Cairo,1999-01-01,,
Mazaya,"Mazaya started fruitful partnership with several brands worldwide that improve our customers’ quality of life by providing them with an outstanding service and shopping experience. 
Supported by our continuous thorough understanding of the Egyptian market current & future needs, Mazaya aims to be recognized as one of the leading companies in distribution and retail. ",Egypt,Cairo,2010-01-01,,
GS - GEO Solutions,"We are passionate about technology & digital transformation, providing set of cloud-based solutions to empower every organization on the planet to achieve more.

Our mission is to offer total, cost-effective, next generation digital transformation and software solutions in the shortest possible development time.

As a result, our clients are able to launch their product ideas early. We successfully managed many digital revolutions for our customer over the glob for the next normal, As  ... See More",Egypt,Cairo,,,
hyperone,,Egypt,Cairo,2020-01-01,,
TTC Technologies," TTC Technologies, Ltd is an R&D , Product Development and System Integration company in the field of Electronics, Communication , Software Development and Industrial control. The follow is a short list of services provided in our field of expertise:

Electronics

• Optoelectronics system (laser) Development

• Embedded system Development

• Mechatronics system Development

Communication

• Communication Protocol development

• Communication and interfacing protocol implementat ... See More",Egypt,,,,
SE Wiring Systems EGYPT,"Since the founding of Sumitomo Electric Industries, Ltd. in 1897 with copper wire production, we have developed many new technologies and products through innovative R&D activities based on Sumitomo Electric manufacturing technologies for electric wires and power cables. With more than 350 subsidiaries worldwide, we continue to introduce a wide variety of products that fulfill the expectations of society, in five business fields: Automotive, Information & Communications, Electronics, E ... See More",Egypt,Cairo,2010-01-01,,
scandiweb,"In 2003 we started as a content aggregation startup in Latvia and later pivoted into a web design agency launching 300 sites on custom-made CMS. We are still proud that many of our customers from the 2000-s are successfully running their businesses on our platform!

Working closely with big brands and building powerful websites is challenging and rewarding! And to do it without previous experience?! We say YES!

scandiweb has worked with various world-known brands like Ford, Hyundai, B ... See More",Egypt,Giza,,1000,
ElMotaheda Web,"El Motaheda is more than a name, it is a way of thinking, in Arabic it means that which is in union. And that is our goal, to unify your requirements with that of your potential client's needs online.

Our team lead by Ehab Heikal has created and operated some of the largest web sites in the Middle East, our knowledge of technology is deep and driven by passion, a passion to technology. But we do not offer you technology we offer you a return on your investment, we will work with you t ... See More",Latvia,Riga,2003-01-01,,
Johnson & Johnson,,Egypt,Cairo,2004-01-01,,
Arabian Park Hotel,,United Arab Emirates,Dubai,,,
mphatek system pvt ltd pune,,United Arab Emirates,Dubai,,,
Marn,,United Arab Emirates,Dubai,,,
CBT Architects,,Saudi Arabia,Riyadh,,,
"Thales e-Security, Inc.",,United Arab Emirates,Dubai,,,
"Reinsurance Group Of America, Incorporated",,United Arab Emirates,Dubai,,,
Citco Group of Companies,,United Arab Emirates,Dubai,,,
TGT group,,United Arab Emirates,Abu Dhabi,,,
Rentokil Initial plc,,Kuwait,Kuwait City,,,
Egabi FSI,"Egabi FSI With 16+ years of experience enabling financial institutions of varying sizes and complexity across the MENA region to realize their true potential and focus on driving their business operations effectively and efficiently, egabiFSI is the go to partner of choice for banks, insurance companies, Microfinance & mortgage lending institutions who seek to automate their business. With diverse solutions that cover the entire spectrum of operational excellence across different busin ... See More",Saudi Arabia,Riyadh,,,
Our Education,"Movement supports and supplements teaching while also making each day exciting and different – and as an extra bonus, memory functions are improved through physical activity, as a larger number of neurons, which store new information in the memory, are stimulated. ",Egypt,,2006-01-01,,
SMARTTEL,"SMARꞀГEL Group established in 2005 and working in light current contracting fields (Data Networks, Structured Cabling Systems, PBXs, IP TV, Surveillance Cameras, Fire Alarm Systems, Public Address Systems, Access Control Systems, RMS, BMS, X-ray, Metal Detectors Gates).

Our capabilities and skill sets allow us to Design/Consult and manage complex projects. Our association good relation with leading vendors also allows us to bridge the gap in having a successful project.

We are offeri ... See More",Egypt,Cairo,,1000,
Rashideen Egypt for Trade,"Rashideen Egypt for Trade Co. (RETC) is one of the leading companies operating in the field of FMCG in Egypt. Also, we are part of a regional group, having its headquarters in U.A.E, we professionally manage different industries including oil & gas, the tobacco industry, mega real estate development projects, and several other industries. 
  
The group has started in 1982 in the UAE country, and in Egypt by 2000. We have a massive family consists of branches throughout North Africa and ... See More",Egypt,Cairo,2005-01-01,,
